StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ID,DDS2_OD,DDS2_TQ,DDS7_OD,DDS7_TQ,DDS8_OD,DDS8_TQ,DBOG_OB,DBOG_TQ,DBS2_OB,DBS2_TQ,DBS4_OB,DBS4_TQ,KAOG_MC,KAOG_TQ,KAOG_MQ,KAS5_MC,KAS5_TQ,KAS5_MQ,KAS7_MC,KAS7_TQ,KAS7_MQ,FBS1_TQ,FBS1_MQ,FBS3_TQ,FBS3_MQ,FBS4_TQ,FBS4_MQ,RAES1_MC1,RAES1_TFQ,RAES1_TLQ,RAES4_TFQ,RAES4_TLQ,RAES9_TFQ,RAES9_TLQ,id
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Type ID number,DDS2_OD,DDS2_TQ,DDS7_OD,DDS7_TQ,DDS8_OD,DDS8_TQ,DBOG_OB,DBOG_TQ,DBS2_OB,DBS2_TQ,DBS4_OB,DBS4_TQ,KAOG_MC,KAOG_TQ,KAOG_MQ,KAS5_MC,KAS5_TQ,KAS5_MQ,KAS7_MC,KAS7_TQ,KAS7_MQ,FBS1_TQ,FBS1_MQ,FBS3_TQ,FBS3_MQ,FBS4_TQ,FBS4_MQ,RAES1_MC1,RAES1_TFQ,RAES1_TLQ,RAES4_TFQ,RAES4_TLQ,RAES9_TFQ,RAES9_TLQ,id
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID454_TEXT""}","{""ImportId"":""QID172""}","{""ImportId"":""QID175""}","{""ImportId"":""QID192""}","{""ImportId"":""QID195""}","{""ImportId"":""QID196""}","{""ImportId"":""QID199""}","{""ImportId"":""QID100""}","{""ImportId"":""QID103""}","{""ImportId"":""QID209""}","{""ImportId"":""QID212""}","{""ImportId"":""QID217""}","{""ImportId"":""QID220""}","{""ImportId"":""QID241""}","{""ImportId"":""QID119""}","{""ImportId"":""QID120""}","{""ImportId"":""QID264""}","{""ImportId"":""QID265""}","{""ImportId"":""QID266""}","{""ImportId"":""QID274""}","{""ImportId"":""QID275""}","{""ImportId"":""QID276""}","{""ImportId"":""QID289""}","{""ImportId"":""QID290""}","{""ImportId"":""QID297""}","{""ImportId"":""QID298""}","{""ImportId"":""QID301""}","{""ImportId"":""QID302""}","{""ImportId"":""QID341""}","{""ImportId"":""QID343""}","{""ImportId"":""QID344""}","{""ImportId"":""QID364""}","{""ImportId"":""QID365""}","{""ImportId"":""QID399""}","{""ImportId"":""QID400""}","{""ImportId"":""id""}"
2024-12-12 10:20:00,2024-12-12 10:46:02,0,192.42.89.2,100,1562,1,2024-12-12 10:46:03,R_5R9FYDUzc3QJgzy,,,,,42.2958,-71.3018,anonymous,EN,1028,1,2,,,,,2,2,,,,,,,,,1,2,,,,,,2,1,,,,,,1,1,,,
2024-12-12 10:52:37,2024-12-12 10:58:54,0,192.42.89.2,100,376,1,2024-12-12 10:58:55,R_34HLijyRfNMSeaj,,,,,42.2958,-71.3018,anonymous,EN,1025,,,1,2,,,,,2,1,,,,,,,,,,1,1,,,,,2,1,,,,,,1,1,
2024-12-13 06:13:54,2024-12-13 07:21:37,0,192.42.89.2,100,4062,1,2024-12-13 07:21:38,R_5sBMcgyXFLY2SXq,,,,,42.2958,-71.3018,anonymous,EN,1030,1,2,,,,,,,2,1,,,,,,,,,,2,2,,,,,1,2,,,,,,1,3,
2025-01-03 05:54:50,2025-01-03 06:48:12,0,192.42.89.171,100,3201,1,2025-01-03 06:48:13,R_17dsUapCmZINPIa,,,,,42.2958,-71.3018,anonymous,EN,4006,,,1,2,,,2,1,,,,,,2,2,,,,,,,1,2,,,,,,,,1,1,,,
2025-01-03 06:48:19,2025-01-03 07:01:27,0,192.42.89.171,100,788,1,2025-01-03 07:01:28,R_7O7dA2kJmtTvdPw,,,,,42.2958,-71.3018,anonymous,EN,4007,,,,,2,1,,,,,1,2,,,,,2,2,,,,,,2,2,,,,1,3,,,,,
2025-01-03 07:01:34,2025-01-03 07:13:25,0,192.42.89.171,100,710,1,2025-01-03 07:13:26,R_5iLkjAM1vqZ2DC1,,,,,42.2958,-71.3018,anonymous,EN,4004,,,2,1,,,,,,,1,2,,,,,,,,1,1,2,1,,,,,,1,1,,,,,
2025-01-03 07:13:34,2025-01-03 07:28:20,0,192.42.89.171,100,885,1,2025-01-03 07:28:21,R_3HMqdvK9fQYJ6re,,,,,42.2958,-71.3018,anonymous,EN,4012,1,2,,,,,,,2,1,,,,1,2,,,,,,,,,,,1,2,,,,,,1,3,
2025-01-03 07:28:26,2025-01-03 07:44:33,0,192.42.89.171,100,967,1,2025-01-03 07:44:34,R_5f9LMV1QD9NBPhv,,,,,42.2958,-71.3018,anonymous,EN,5012,,,,,2,1,1,2,,,,,,,,,2,2,,,,,,2,2,,,,,,1,1,,,
2025-01-03 07:44:40,2025-01-03 07:57:11,0,192.42.89.171,100,751,1,2025-01-03 07:57:12,R_6fKjwpIRczIOGiZ,,,,,42.2958,-71.3018,anonymous,EN,5016,2,1,,,,,,,2,1,,,,,,,,,,2,1,,,1,2,,,,,,,,1,1,
2025-01-03 07:57:21,2025-01-03 08:10:01,0,192.42.89.171,100,759,1,2025-01-03 08:10:01,R_5Rgu3WnNeshZHLa,,,,,42.2958,-71.3018,anonymous,EN,5008,,,1,2,,,,,,,2,1,,,,,2,1,,,,2,2,,,,,,2,2,,,,,
2025-01-03 08:10:07,2025-01-03 08:22:44,0,192.42.89.171,100,757,1,2025-01-03 08:22:45,R_3smOq0LT8l5mU9x,,,,,42.2958,-71.3018,anonymous,EN,5005,,,1,2,,,2,1,,,,,,2,2,,,,,,,,,,,2,2,,,,2,2,,,
2025-01-03 08:22:52,2025-01-03 08:37:05,0,192.42.89.171,100,852,1,2025-01-03 08:37:05,R_8COAckNEhE9l2Fd,,,,,42.2958,-71.3018,anonymous,EN,5002,,,,,1,2,1,2,,,,,,2,2,,,,,,,2,2,,,,,,1,1,,,,,
2025-01-03 12:57:15,2025-01-03 13:19:33,0,192.42.89.171,100,1338,1,2025-01-03 13:19:34,R_7IzrIYo0IFg7cCM,,,,,42.2958,-71.3018,anonymous,EN,5014,1,2,,,,,,,,,1,2,,,,,,,,1,2,,,,,1,2,,,,,,1,1,
2025-01-03 13:19:47,2025-01-03 13:35:28,0,192.42.89.171,100,940,1,2025-01-03 13:35:28,R_7LzbcoKmBwHLXxL,,,,,42.2958,-71.3018,anonymous,EN,5009,,,1,2,,,,,1,1,,,,,,,2,2,,,,,,1,2,,,,,,1,1,,,
2025-01-03 13:35:56,2025-01-03 13:49:26,0,192.42.89.171,100,809,1,2025-01-03 13:49:26,R_783wLT717dfjvBD,,,,,42.2958,-71.3018,anonymous,EN,5006,,,,,1,2,1,2,,,,,,2,2,,,,,,,,,2,1,,,,,,1,1,,,
2025-01-03 13:49:34,2025-01-03 14:04:22,0,192.42.89.171,100,887,1,2025-01-03 14:04:23,R_1kLL82jzr4CImWV,,,,,42.2958,-71.3018,anonymous,EN,6003,1,2,,,,,,,,,2,1,,,,,,,,1,2,1,2,,,,,,1,2,,,,,
2025-01-03 14:04:31,2025-01-03 14:17:05,0,192.42.89.171,100,754,1,2025-01-03 14:17:06,R_5aUXIgF8AUsxTwZ,,,,,42.2958,-71.3018,anonymous,EN,6010,1,2,,,,,,,2,1,,,,,,,1,2,,,,,,,,1,2,,,,,,1,1,
2025-01-03 14:17:13,2025-01-03 14:33:20,0,192.42.89.171,100,966,1,2025-01-03 14:33:21,R_7IzwxRDeGxabFu1,,,,,42.2958,-71.3018,anonymous,EN,6014,,,1,2,,,,,2,1,,,,,,,,,,2,2,,,2,2,,,,,,1,1,,,
2025-01-03 14:33:27,2025-01-03 14:53:34,0,192.42.89.171,100,1206,1,2025-01-03 14:53:34,R_1xGhp6Ls4ZnsZnr,,,,,42.2958,-71.3018,anonymous,EN,6004,,,,,2,1,1,2,,,,,,1,2,,,,,,,2,2,,,,,,,,,,3,3,
2025-01-03 14:53:41,2025-01-03 15:10:41,0,192.42.89.171,100,1020,1,2025-01-03 15:10:42,R_14qtzsBJGiajdBw,,,,,42.2958,-71.3018,anonymous,EN,7016,,,,,2,1,,,,,1,2,,,,,2,2,,,,,,,,2,2,,1,2,,,,,
2025-01-03 15:10:48,2025-01-03 15:25:56,0,192.42.89.171,100,908,1,2025-01-03 15:25:57,R_72SeorDHG6rl88S,,,,,42.2958,-71.3018,anonymous,EN,7001,2,2,,,,,2,1,,,,,,,,,1,1,,,,,,1,2,,,,,,,,3,3,
2025-01-06 06:00:38,2025-01-06 06:30:02,0,192.42.89.171,100,1763,1,2025-01-06 06:30:02,R_3NwclGEsxdruew5,,,,,42.2958,-71.3018,anonymous,EN,6006,,,1,2,,,,,,,1,2,,,,,,,,2,2,2,1,,,,,,1,2,,,,,
2025-01-06 06:30:10,2025-01-06 06:50:40,0,192.42.89.171,100,1229,1,2025-01-06 06:50:40,R_1f7wvBDb7WrWkp6,,,,,42.2958,-71.3018,anonymous,EN,7010,1,1,,,,,,,1,2,,,,1,1,,,,,,,,,,,1,1,,,,3,3,,,
2025-01-06 06:50:58,2025-01-06 07:09:00,0,192.42.89.171,100,1081,1,2025-01-06 07:09:00,R_3TWtSMEKGGDA5ot,,,,,42.2958,-71.3018,anonymous,EN,4009,,,,,1,2,,,,,1,2,,,,,,,,1,2,,,2,1,,,,,,,,1,1,
2025-01-06 07:09:08,2025-01-06 07:24:48,0,192.42.89.171,100,939,1,2025-01-06 07:24:48,R_1X5mOfX6756fh5f,,,,,42.2958,-71.3018,anonymous,EN,6000,,,1,2,,,,,1,2,,,,2,2,,,,,,,1,2,,,,,,1,1,,,,,
2025-01-06 07:24:58,2025-01-06 07:41:16,0,192.42.89.171,100,978,1,2025-01-06 07:41:17,R_3UE8WpAnzqEHkFH,,,,,42.2958,-71.3018,anonymous,EN,6008,,,1,2,,,2,1,,,,,,,,,2,2,,,,,,,,2,1,,,,2,2,,,
2025-01-06 07:41:24,2025-01-06 07:54:03,0,192.42.89.171,100,758,1,2025-01-06 07:54:03,R_3eJmE01eqxVWi2C,,,,,42.2958,-71.3018,anonymous,EN,6016,1,2,,,,,,,,,1,2,,,,,,,,2,2,,,1,2,,,,,,2,1,,,
2025-01-06 07:54:10,2025-01-06 08:09:13,0,192.42.89.171,100,903,1,2025-01-06 08:09:14,R_5TLWmxBnxiXe7BE,,,,,42.2958,-71.3018,anonymous,EN,6017,,,,,1,2,,,1,2,,,,2,2,,,,,,,2,2,,,,,,,,,,1,1,
2025-01-06 08:09:21,2025-01-06 09:00:18,0,192.42.89.171,100,3056,1,2025-01-06 09:00:18,R_1m3g5AxgJwrL3oZ,,,,,42.2958,-71.3018,anonymous,EN,7000,,,1,2,,,1,2,,,,,,,,,1,1,,,,,,,,2,1,,1,1,,,,,
2025-01-06 09:00:24,2025-01-06 09:21:34,0,192.42.89.171,100,1270,1,2025-01-06 09:21:35,R_5P72tlHCCjK6v1B,,,,,42.2958,-71.3018,anonymous,EN,7008,2,1,,,,,,,2,1,,,,,,,2,2,,,,1,2,,,,,,,,1,1,,,
2025-01-06 09:21:42,2025-01-06 14:39:39,0,192.42.89.171,100,19077,1,2025-01-06 14:39:40,R_39P1W4JjAVbkcJb,,,,,42.2958,-71.3018,anonymous,EN,7006,,,,,2,1,,,,,2,2,,,,,,,,1,1,,,,,1,2,,3,1,,,,,
2025-01-07 05:57:28,2025-01-07 07:21:50,0,192.42.89.171,100,5061,1,2025-01-07 07:21:50,R_306DZ3DZkgPx4EF,,,,,42.2958,-71.3018,anonymous,EN,7002,,,2,1,,,2,1,,,,,,2,2,,,,,,,,,2,2,,,,,,,,1,3,
2025-01-07 07:21:58,2025-01-07 07:37:00,0,192.42.89.171,100,901,1,2025-01-07 07:37:00,R_1EYBTL14Q83QWgK,,,,,42.2958,-71.3018,anonymous,EN,7015,2,1,,,,,1,2,,,,,,1,1,,,,,,,,,2,1,,,,,,1,1,,,
2025-01-08 06:00:54,2025-01-08 06:22:04,0,192.42.89.171,100,1270,1,2025-01-08 06:22:05,R_5OIPYY5Yzx5BJQM,,,,,42.2958,-71.3018,anonymous,EN,6011,,,,,2,2,,,1,2,,,,,,,,,,1,2,2,2,,,,,,1,1,,,,,
2025-01-09 09:47:55,2025-01-09 10:07:18,0,192.42.89.171,100,1163,1,2025-01-09 10:07:19,R_1dYfENjqiPXbz8L,,,,,42.2958,-71.3018,anonymous,EN,4016,,,,,1,2,,,,,1,2,,,,,2,2,,,,,,,,2,2,,,,,,1,3,
2025-01-13 07:06:43,2025-01-13 07:23:03,0,192.42.89.171,100,979,1,2025-01-13 07:23:04,R_3UcMEm1Ow7evBRv,,,,,42.2958,-71.3018,anonymous,EN,4010,,,1,2,,,1,2,,,,,,,,,2,2,,,,,,,,2,2,,,,,,1,3,
2025-01-14 07:47:45,2025-01-14 08:11:13,0,192.42.89.171,100,1407,1,2025-01-14 08:11:14,R_6CVp6r5Q6x0nRDA,,,,,42.2958,-71.3018,anonymous,EN,5015,1,2,,,,,,,2,1,,,,2,2,,,,,,,2,2,,,,,,1,1,,,,,
